movie_id,title,original_title,original_language,overview,tagline,status,homepage,budget,revenue,runtime,popularity,vote_average,vote_count,release_date,profit,roi,release_year,release_month,vote_weighted
49365,Lady in White,Lady in White,en,"Locked in a school closet during Halloween 1962, young Frank witnesses the ghost of a young girl and the man who murdered her years ago. Shortly afterward he finds himself stalked by the killer and is soon drawn to an old house where a mysterious Lady In White lives. As he discovers the secret of the woman he soon finds that the killer may be someone close to him.","The year is 1962. The place is Willowpoint Falls. Nobody talks about what happened in the school cloakroom 10 years ago. Now, in the dead of night, Frankie Scarlatti is going to find out why.",Released,,,,112.0,1.435742,6.3,25,1988-04-22,,,1988.0,4.0,6.1021
49444,Kung Fu Panda 2,Kung Fu Panda 2,en,"Po is now living his dream as The Dragon Warrior, protecting the Valley of Peace alongside his friends and fellow kung fu masters, The Furious Five - Tigress, Crane, Mantis, Viper and Monkey. But Po’s new life of awesomeness is threatened by the emergence of a formidable villain, who plans to use a secret, unstoppable weapon to conquer China and destroy kung fu. It is up to Po and The Furious Five to journey across China to face this threat and vanquish it. But how can Po stop a weapon that can stop kung fu? He must look to his past and uncover the secrets of his mysterious origins; only then will he be able to unlock the strength he needs to succeed.",Prepare for the Year of Awesomeness!,Released,http://www.kungfupanda.com/,150000000.0,665692281.0,91.0,51.247321,6.7,1880,2011-05-25,515692281.0,3.43794854,2011.0,5.0,6.5723
49471,Get on the Bus,Get on the Bus,en,"Get On the Bus follows several Black men on a cross country bus trip to the Million Man March. On the bus are an eclectic set of characters including a laid off aircraft worker, a former Gang Banger, a Hollywood actor, a cop who is of mixed racial background, and a White bus driver, all make the trek discussing issues surrounding the march, manhood, religion, politics, and race.","On October 16, 1996, the one year anniversary of the Million Man March, Spike Lee invites you to lift your head, raise your voice, and...get on the bus.",Released,,2400000.0,5731103.0,120.0,4.623059,7.0,11,1996-10-16,3331103.0,1.3879595833333334,1996.0,10.0,6.1117
49478,Warriors of Virtue,Warriors of Virtue,en,"A young man, Ryan, suffering from a disability, wishes to join the other kids from his schools football team. During an initiation rite, Ryan is swept away through a whirlpool to the land of Tao. There he is hunted by the evil Lord Komodo, who desires the boy as a key to enter the real world. Ryan is rescued by the protectors of Tao, five humanoid kangaroos, each embued with the five elements and virtues. Ryan learns his valuable lesson while saving the land of Tao.",In a world beyond your imagination a battle for the universe has begun.,Released,,,,103.0,0.912395,4.7,9,1997-05-02,,,1997.0,5.0,6.0676
49517,Tinker Tailor Soldier Spy,Tinker Tailor Soldier Spy,en,"Recently-retired MI6 agent, George Smiley is doing his best to adjust to a life outside the secret service until a disgraced agent reappears with information concerning a mole at the heart of the service. Smiley is drawn back into the murky field of espionage, tasked with investigating which of his trusted former colleagues has chosen to betray him and their country. Smiley narrows his search to four suspects – all experienced, skilled and successful agents – but past histories, rivalries and friendships make it far from easy to pinpoint the man who is eating away at the heart of the British establishment.",How do you find an enemy who is hidden right before your eyes?,Released,http://www.tinker-tailor-soldier-spy.com/,30000000.0,,127.0,33.649652,6.6,840,2011-09-16,,,2011.0,9.0,6.4105
49519,The Croods,The Croods,en,"The Croods is a prehistoric comedy adventure that follows the world's first family as they embark on a journey of a lifetime when the cave that has always shielded them from danger is destroyed. Traveling across a spectacular landscape, the Croods discover an incredible new world filled with fantastic creatures -- and their outlook is changed forever.",Meet the first modern family.,Released,http://www.thecroodsmovie.com/,135000000.0,585178928.0,98.0,64.183321,6.8,2399,2013-03-20,450178928.0,3.3346587259259257,2013.0,3.0,6.6779
49520,The Change-Up,The Change-Up,en,"Dave is a married man with two kids and a loving wife , and Mitch is a single man who is at the prime of his sexual life. One fateful night while Mitch and Dave are peeing in a fountain when lightning strikes, they switch bodies.",Who says men can't change?,Released,http://www.thechangeupmovie.com/,52000000.0,75450437.0,112.0,32.015477,5.9,736,2011-08-05,23450437.0,0.45096994230769233,2011.0,8.0,5.9777
49521,Man of Steel,Man of Steel,en,"A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.",You will believe that a man can fly.,Released,http://www.manofsteel.com/,225000000.0,662845518.0,143.0,99.398009,6.5,6359,2013-06-12,437845518.0,1.94598008,2013.0,6.0,6.4703
49524,R.I.P.D.,R.I.P.D.,en,A recently slain cop joins a team of undead police officers working for the Rest in Peace Department and tries to find the man who murdered him. Based on the comic by Peter M. Lenkov.,To protect and serve the living,Released,http://www.ripd.com/,130000000.0,61648500.0,96.0,39.448066,5.4,1260,2013-07-18,-68351500.0,-0.5257807692307692,2013.0,7.0,5.5966
49526,Premium Rush,Premium Rush,en,"In Manhattan, a bike messenger picks up an envelope that attracts the interest of a dirty cop, who pursues the cyclist throughout the city.",Ride Like Hell,Released,http://www.premiumrush.com/,35000000.0,31083599.0,91.0,17.709888,6.2,832,2012-08-24,-3916401.0,-0.11189717142857143,2012.0,8.0,6.1595
49527,Man on a Ledge,Man on a Ledge,en,"An ex-cop turned con threatens to jump to his death from a Manhattan hotel rooftop. The NYPD dispatch a female police psychologist to talk him down. However, unbeknownst to the police on the scene, the suicide attempt is a cover for the biggest diamond heist ever pulled.",You can only push an innocent man so far,Released,http://www.manonaledge.com/,42000000.0,46221189.0,102.0,34.041407,6.2,925,2012-01-13,4221189.0,0.1005045,2012.0,1.0,6.1622
49529,John Carter,John Carter,en,"John Carter is a war-weary, former military captain who's inexplicably transported to the mysterious and exotic planet of Barsoom (Mars) and reluctantly becomes embroiled in an epic conflict. It's a world on the brink of collapse, and Carter rediscovers his humanity when he realizes the survival of Barsoom and its people rests in his hands.","Lost in our world, found in another.",Released,http://movies.disney.com/john-carter,260000000.0,284139100.0,132.0,43.926995,6.1,2124,2012-03-07,24139100.0,0.0928426923076923,2012.0,3.0,6.0985
49530,In Time,In Time,en,"In the not-too-distant future the aging gene has been switched off. To avoid overpopulation, time has become the currency and the way people pay for luxuries and necessities. The rich can live forever, while the rest try to negotiate for their immortality. A poor young man who comes into a fortune of time, though too late to help his mother from dying. He ends up on the run from a corrupt police force known as 'time keepers'.",Time Is Power,Released,http://www.intimemovie.com/,40000000.0,173930596.0,109.0,60.231382,6.7,3417,2011-10-27,133930596.0,3.3482649,2011.0,10.0,6.6224
49538,X-Men: First Class,X-Men: First Class,en,"Before Charles Xavier and Erik Lensherr took the names Professor X and Magneto, they were two young men discovering their powers for the first time. Before they were arch-enemies, they were closest of friends, working together with other mutants (some familiar, some new), to stop the greatest threat the world has ever known.",Witness the moment that will change our world.,Released,http://www.x-menfirstclassmovie.com/,160000000.0,353624124.0,132.0,3.195174,7.1,5181,2011-05-24,193624124.0,1.210150775,2011.0,5.0,7.0113
49730,Red Riding Hood,Red Riding Hood,en,"Valerie is in love with a brooding outsider, Peter, but her parents have arranged for her to marry another man – who is wealthy. Unwilling to lose each other, Valerie and Peter plan to run away together when they learn that Valerie's older sister has been killed by a werewolf that prowls the dark forest surrounding their village. Hungry for revenge, the people call on famed werewolf hunter, Father Solomon, to help them kill the wolf. But Solomon's arrival brings unintended consequences as he warns that the wolf, who takes human form by day, could be any one of them.",Who's afraid?,Released,http://www.redridinghoodmovie.com/,42000000.0,89162162.0,100.0,45.151657,5.6,922,2011-03-11,47162162.0,1.122908619047619,2011.0,3.0,5.7731
49787,The Reef,The Reef,en,A great white shark hunts the crew of a capsized sailboat along the Great Barrier Reef.,Pray That You Drown First,Released,http://reefmovie.com/,,,94.0,7.245108,5.4,130,2010-05-15,,,2010.0,5.0,5.9493
49852,The Nutcracker: The Untold Story,The Nutcracker: The Untold Story,en,"Set in 1920's Vienna, this a tale of a little girl, whose godfather gives her a special doll one Christmas Eve.",,Released,http://www.nutcrackerin3d.com/,90000000.0,16178959.0,110.0,3.593349,5.4,50,2010-11-24,-73821041.0,-0.8202337888888889,2010.0,11.0,6.0292
49948,Fantasia 2000,Fantasia 2000,en,"Blending lively music and brilliant animation, this sequel to the original 'Fantasia' restores 'The Sorcerer's Apprentice' and adds seven new shorts.",,Released,http://movies.disney.com/fantasia-2000,80000000.0,90874570.0,74.0,14.530946,7.0,292,1999-12-17,10874570.0,0.135932125,1999.0,12.0,6.4269
49950,The Roommate,The Roommate,en,"When Sara (Minka Kelly), a young design student from Iowa, arrives for college in Los Angeles, she is eager to fit in and get to know the big city. Her wealthy roommate, Rebecca (Leighton Meester), is more than eager to take Sara under her wing and show her the ropes. The two become close, but when Sara begins to branch out and make more friends on campus, Rebecca becomes resentful. Alarmed, Sara moves in with her new boyfriend, causing Rebecca's behavior to take a violent turn.","2,000 colleges. 8 million roommates. Which one will you get?",Released,http://www.theroommate-movie.com/,16000000.0,40492759.0,91.0,11.807269,5.3,224,2011-02-04,24492759.0,1.5307974375,2011.0,2.0,5.8471
49951,Certifiably Jonathan,Certifiably Jonathan,en,"A famous comedian and artist wants to display his work at an art museum. Just when he thinks he's lost his touch, a series of famous comedians drop by to help him rekindle his artistic and comedic spark.",,Released,http://www.certifiablyjonathan.com/,1200000.0,,85.0,0.047781,0.0,0,2007-03-01,,,2007.0,3.0,6.0922
49953,A Turtle's Tale: Sammy's Adventures,Sammy's avonturen: De geheime doorgang,en,"A sea turtle who was hatched in 1959 spends the next 50 years traveling the world while it is being changed by global warming. Born on a Baja, California beach in 1959, new hatchling Sammy must do what his fellow newborn sea turtles are doing: race across the beach to the ocean before they are captured by a seagull or crab. Thus begins Sammy's incredible fifty-year ocean journey. Along the way he meets his best friend, a fellow turtle named Ray, and overcomes obstacles both natural and man-made while trying to fulfill his dream of travelling around the world. Throughout his voyage, Sammy never forgets about Shelly - the turtle he saved on his first day and loves passionately from afar. Based on the actual trajectory of a sea turtle's life, the film illustrates the dangers humans pose to the species' survival. The film combines entertainment with an important environmental message.",He's Turtly Amazing,Released,,,,88.0,15.805449,5.6,151,2010-08-03,,,2010.0,8.0,5.978
49963,Walking and Talking,Walking and Talking,en,"Things have been tough lately for Amelia. Her best friend moved out of the apartment, her cat got cancer, and now her best friend, Laura, is getting married. She copes with things, from the help of Andrew, Frank, Laura, and a brief romance with Bill ""The Ugly Guy"".",A movie for everyone who wants to get married and stay single at the same time.,Released,,,,86.0,0.367312,6.6,7,1996-07-17,,,1996.0,7.0,6.0992
50014,The Help,The Help,en,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",Change begins with a whisper.,Released,http://thehelpmovie.com/#/splash,25000000.0,124272124.0,146.0,42.191509,7.8,1910,2011-08-09,99272124.0,3.97088496,2011.0,8.0,7.4457
50035,Lovely & Amazing,Lovely & Amazing,en,Self-esteem and insecurity are at the heart of this comedy about the relationship between a mother and her three confused daughters.,,Released,,250000.0,4186931.0,91.0,1.45917,6.3,23,2001-08-31,3936931.0,15.747724,2001.0,8.0,6.1013
50037,Beyond the Black Rainbow,Beyond the Black Rainbow,en,"Deep within the mysterious Arboria Institute, a disturbed and beautiful girl is held captive by a doctor in search of inner peace. Her mind controlled by a sinister technology. Silently, she waits for her next session with deranged therapist Dr. Barry Nyle. If she hopes to escape, she must journey through the darkest reaches of The Institute, but Nyle wonʼt easily part with his most gifted and dangerous creation.",Beyond Science. Beyond Sanity. Beyond Control.,Released,,1100000.0,,110.0,7.717237,5.7,77,2010-12-03,,,2010.0,12.0,6.0398
50135,Animals United,Konferenz der Tiere,de,"A group of animals waiting for the annual flood they rely on for food and water discover that the humans, who have been destroying their habitats have built a dam for a leisure resort. The animals endeavour to save the delta and send a message to the humans not to interfere with nature.",,Released,http://www.kdt.film.de/,,,93.0,8.010046,5.5,90,2010-10-07,,,2010.0,10.0,6.0018
50321,Mars Needs Moms,Mars Needs Moms,en,"When Martians suddenly abduct his mom, mischievous Milo rushes to the rescue and discovers why all moms are so special.",Mom needs a little space.,Released,http://disney.go.com/disneypictures/marsneedsmoms/#home,150000000.0,38992758.0,88.0,12.362599,5.5,199,2011-03-09,-111007242.0,-0.74004828,2011.0,3.0,5.9236
50348,The Lincoln Lawyer,The Lincoln Lawyer,en,A lawyer conducts business from the back of his Lincoln town car while representing a high-profile client in Beverly Hills.,This Case is a Dangerous Game of Life and Death,Released,http://www.thelincolnlawyermovie.com/,40000000.0,85412898.0,119.0,26.072228,7.0,902,2011-03-17,45412898.0,1.13532245,2011.0,3.0,6.6762
50357,Apollo 18,Apollo 18,en,"Officially, Apollo 17 was the last manned mission to the moon. But a year later in 1973, three American astronauts were sent on a secret mission to the moon funded by the US Department of Defense. What you are about to see is the actual footage which the astronauts captured on that mission. While NASA denies it's authenticity, others say it's the real reason we've never gone back to the moon.",There's a reason we've never gone back to the moon.,Released,http://apollo18movie.net/,5000000.0,25562924.0,86.0,17.028252,5.0,356,2011-07-20,20562924.0,4.1125848,2011.0,7.0,5.638
50359,Hop,Hop,en,"E.B., the Easter Bunny's teenage son, heads to Hollywood, determined to become a drummer in a rock 'n' roll band. In LA, he's taken in by Fred after the out-of-work slacker hits E.B. with his car.","Candy, chicks and rock 'n' roll.",Released,http://www.iwantcandy.com/,63000000.0,183953723.0,95.0,16.791058,5.5,331,2011-03-30,120953723.0,1.9199003650793651,2011.0,3.0,5.8563
50456,Hanna,Hanna,en,"A 16-year-old girl raised by her father to be the perfect assassin is dispatched on a mission across Europe. Tracked by a ruthless operatives, she faces startling revelations about her existence and questions about her humanity.",Adapt or die.,Released,http://hannathemovie.com/,30000000.0,63782078.0,111.0,31.191975,6.5,1263,2011-04-07,33782078.0,1.1260692666666667,2011.0,4.0,6.3843
50497,When the Lights Went Out,When the Lights Went Out,en,"Yorkshire, 1974, the Maynard family moves into their dream house. It's a dream that quickly descends into a panic stricken nightmare as the family discovers a horrifying truth, a truth that will make the history books. The house is already occupied by the most violent poltergeist ever documented, a poltergeist that will tear you from your bed as you sleep and drag you helplessly into the darkness.",Set in 1974 and based on true events.,Released,,,,86.0,2.805351,5.8,49,2012-01-31,,,2012.0,1.0,6.0661
50538,Evil Words,Sur le seuil,fr,"One day, for no apparent reason, a cop kills 11 children. The same day, horror novelist Thomas Roy tries to commit suicide after cutting his fingers. At first glance, nothing seems to link the two events – until Dr. Paul Lacasse, a disillusioned psychiatrist, takes over the case. Prompted by his colleague Jeanne, a fan of Thomas Roy, Dr. Lacasse investigates the writer’s past. Hounded by a gossip columnist, Dr. Lacasse uncovers a series of troubling facts that bolster his convictions about the case. As he tries to reassemble the pieces of the puzzle in order to better treat the famous writer, Dr. Lacasse is dragged further and further into a series of events, with terrifying consequences.",,Released,,,,100.0,0.205034,6.9,8,2003-10-03,,,2003.0,10.0,6.1049
50544,Friends with Benefits,Friends with Benefits,en,"Jamie is a New York-based executive recruiter who entices Dylan, an art director from Los Angeles, to take a job at the New York office of GQ magazine. Finding that they have much in common, the two become fast friends. Feeling jaded by a number of broken romances, Dylan and Jamie decide that they are ready to quit looking for true love and focus on having fun. However, complications unfold when the two best pals add sex to their relationship.",Some friends come with a happy ending.,Released,http://www.fwb-movie.com/,35000000.0,150483765.0,109.0,40.526587,6.5,2237,2011-07-21,115483765.0,3.299536142857143,2011.0,7.0,6.4255
50546,Just Go with It,Just Go with It,en,"A plastic surgeon, romancing a much younger schoolteacher, enlists his loyal assistant to pretend to be his soon to be ex-wife, in order to cover up a careless lie. When more lies backfire, the assistant's kids become involved, and everyone heads off for a weekend in Hawaii that will change all their lives.",Sometimes a guy's best wingman... is a wingwoman,Released,http://www.justgowithit-movie.com,80000000.0,214918407.0,117.0,37.02665,6.3,1543,2011-02-10,134918407.0,1.6864800875,2011.0,2.0,6.2491
50601,5 Days of War,5 Days of War,en,"An American journalist and his cameraman are caught in the combat zone during the first Russian airstrikes against Georgia. Rescuing Tatia, a young Georgian schoolteacher separated from her family during the attack, the two reporters agree to help reunite her with her family in exchange for serving as their interpreter. As the three attempt to escape to safety, they witness--and document--the devastation from the full-scale crossfire and cold-blooded murder of innocent civilians.",Their only weapon is the truth.,Released,,20000000.0,17479.0,113.0,5.727602,5.8,62,2011-04-14,-19982521.0,-0.99912605,2011.0,4.0,6.0599
50620,The Twilight Saga: Breaking Dawn - Part 2,The Twilight Saga: Breaking Dawn - Part 2,en,"After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",The epic finale that will live forever,Released,,120000000.0,829000000.0,115.0,99.687084,6.1,2553,2012-11-13,709000000.0,5.908333333333333,2012.0,11.0,6.0987
50646,"Crazy, Stupid, Love.","Crazy, Stupid, Love.",en,"Cal Weaver is living the American dream. He has a good job, a beautiful house, great children and a beautiful wife, named Emily. Cal's seemingly perfect life unravels, however, when he learns that Emily has been unfaithful and wants a divorce. Over 40 and suddenly single, Cal is adrift in the fickle world of dating. Enter, Jacob Palmer, a self-styled player who takes Cal under his wing and teaches him how to be a hit with the ladies.",This Is Stupid,Released,http://crazystupidlove.warnerbros.com/index.html,50000000.0,142851197.0,118.0,37.990705,7.0,2443,2011-07-29,92851197.0,1.85702394,2011.0,7.0,6.8458
50647,Wanderlust,Wanderlust,en,"Rattled by sudden unemployment, a Manhattan couple surveys alternative living options, ultimately deciding to experiment with living on a rural commune where free love rules.",Leave your baggage behind,Released,http://www.wanderlust-movie.com/Wanderlust/home.html,35000000.0,24159934.0,98.0,20.908494,5.3,394,2012-02-23,-10840066.0,-0.30971617142857144,2012.0,2.0,5.743
50698,Grave Encounters,Grave Encounters,en,A crew from a paranormal reality television show lock themselves in a haunted psychiatric hospital. They search for evidence of paranormal activity as they shoot what ends up becoming their final episode.,They Were Searching For Proof.  They Found it.,Released,http://www.grave-encounters.tv/,1000000.0,,92.0,13.222268,6.1,381,2011-09-09,,,2011.0,9.0,6.0956
50725,Take Me Home Tonight,Take Me Home Tonight,en,"Recent MIT grad Matt Franklin (Topher Grace) should be well on his way to a successful career at a Fortune 500 company, but instead, he rebels against maturity by taking a job at a video store. Matt rethinks his position when his unrequited high-school crush, Tori (Teresa Palmer), walks in and invites him to an end-of-summer party. With the help of his twin sister (Anna Faris) and his best friend (Dan Fogler), Matt hatches a plan to change the course of his life.",Best. Night. Ever.,Released,http://www.iamrogue.com/takemehometonight/fullsite/,19000000.0,6928068.0,97.0,11.766564,6.2,208,2011-03-04,-12071932.0,-0.6353648421052631,2011.0,3.0,6.1238
50780,The Beaver,The Beaver,en,"Suffering from a severe case of depression, toy company CEO Walter Black (Mel Gibson) begins using a beaver hand puppet to help him open up to his family. With his father seemingly going insane, adolescent son Porter (Anton Yelchin) pushes for his parents to get a divorce. Jodie Foster directs and co-stars as Walter's wife in this dark comedy that also features Riley Thomas Stewart and Jennifer Lawrence.",He's here to save Walter's life.,Released,http://www.thebeaver-movie.com/,21000000.0,970816.0,91.0,13.847872,6.3,276,2011-02-11,-20029184.0,-0.9537706666666667,2011.0,2.0,6.1661
50837,Martha Marcy May Marlene,Martha Marcy May Marlene,en,"After several years of living with a cult, Martha finally escapes and calls her estranged sister, Lucy, for help. Martha finds herself at the quiet Connecticut home Lucy shares with her new husband, Ted, but the memories of what she experienced in the cult make peace hard to find. As flashbacks continue to torment her, Martha fails to shake a terrible sense of dread, especially in regard to the cult's manipulative leader.",You can get away. But you can never escape.,Released,http://www.foxsearchlight.com/marthamarcymaymarlene/,,3538446.0,101.0,17.806082,6.7,277,2011-10-21,,,2011.0,10.0,6.3089
50839,Margin Call,Margin Call,en,A thriller that revolves around the key people at an investment bank over a 24-hour period during the early stages of the financial crisis.,Be first. Be smarter. Or cheat.,Released,http://www.margincallmovie.com/,3500000.0,19504039.0,107.0,26.259389,6.7,524,2011-09-28,16004039.0,4.572582571428572,2011.0,9.0,6.4032
50848,The Names of Love,Le Nom des gens,fr,"Bahia Benmahmoud, a free-spirited young woman, has a particular way of seeing political engagement, as she doesn't hesitate to sleep with those who don't agree with her to convert them to her cause - which is a lot of people, as all right-leaning people are concerned. Generally, it works pretty well. Until the day she meets Arthur Martin, a discreet forty-something who doesn't like taking risks. She imagines that with a name like that, he's got to be slightly fascist. But names are deceitful and appearances deceiving..","Make Love, Not War",Released,http://www.namesoflovemovie.com/,4600000.0,,100.0,6.368933,7.3,93,2010-11-24,,,2010.0,11.0,6.2816
50875,Higher Ground,Higher Ground,en,A chronicle of one woman's lifelong struggle with her faith.,,Post Production,http://www.sonyclassics.com/higherground/,2000000.0,841733.0,109.0,1.699101,5.3,14,2011-08-26,-1158267.0,-0.5791335,2011.0,8.0,6.0706
50942,Creature,Creature,en,"An amphibious shark-like monster terrorizes an abandoned secret military base and the people who live on the island it is located on. A marine biologist, as well as several other people, try to stop it before it is too late...",Death from the depths,Released,,,,176.0,2.857848,4.0,21,1998-05-17,,,1998.0,5.0,6.0078
51052,Arthur Christmas,Arthur Christmas,en,"Each Christmas, Santa and his vast army of highly trained elves produce gifts and distribute them around the world in one night. However, when one of 600 million children to receive a gift from Santa on Christmas Eve is missed, it is deemed ‘acceptable’ to all but one – Arthur. Arthur Claus is Santa’s misfit son who executes an unauthorized rookie mission to get the last present half way around the globe before dawn on Christmas morning.",Ever wonder how 2 Billion presents get delivered all in 1 night?,Released,http://www.arthurchristmas.com/,,,97.0,19.83683,6.7,333,2011-02-22,,,2011.0,2.0,6.3352
51130,Open Secret,Open Secret,en,A couple discovers that their friend has gone missing. Their investigation leads them to believe that anti-semites are behind the disappearance.,The Pull-No-Punch drama of men chained together by hate!,Released,,,,68.0,0.186401,7.0,2,1948-02-14,,,1948.0,2.0,6.0958
51162,Winnie the Pooh,Winnie the Pooh,en,"During an ordinary day in Hundred Acre Wood, Winnie the Pooh sets out to find some honey. Misinterpreting a note from Christopher Robin, Pooh convinces Tigger, Rabbit, Piglet, Owl, Kanga, Roo, and Eeyore that their young friend has been captured by a creature named ""Backson"" and they set out to save him.",Oh Pooh.,Released,http://disney.go.com/pooh/home/,30000000.0,14460000.0,63.0,19.143721,6.8,258,2011-04-13,-15540000.0,-0.518,2011.0,4.0,6.3331
51384,"Lovely, Still","Lovely, Still",en,A holiday fable that tells the story of an elderly man discovering love for the first time.,"Something mysterious, new, unexpected and lovely is happening to Robert Malone.",Released,,,,92.0,1.286991,6.2,13,2008-01-01,,,2008.0,1.0,6.0949
51497,Fast Five,Fast Five,en,"Former cop Brian O'Conner partners with ex-con Dom Toretto on the opposite side of the law. Since Brian and Mia Toretto broke Dom out of custody, they've blown across many borders to elude authorities. Now backed into a corner in Rio de Janeiro, they must pull one last job in order to gain their freedom.",Get the Fifth Gear.,Released,http://www.watchvideoseries.com/movies/fast-five-2011-2/,125000000.0,626137675.0,130.0,7.255718,7.1,2438,2011-04-20,501137675.0,4.0091014,2011.0,4.0,6.9285
51540,Horrible Bosses,Horrible Bosses,en,"For Nick, Kurt and Dale, the only thing that would make the daily grind more tolerable would be to grind their intolerable bosses into dust. Quitting is not an option, so, with the benefit of a few-too-many drinks and some dubious advice from a hustling ex-con, the three friends devise a convoluted and seemingly foolproof plan to rid themselves of their respective employers... permanently.",Ever wish your boss was dead?,Released,http://horriblebossesmovie.warnerbros.com/index.html,35000000.0,117000000.0,98.0,50.309843,6.5,2277,2011-07-08,82000000.0,2.342857142857143,2011.0,7.0,6.4266
51588,Prom,Prom,en,"At “Prom,” every couple has a story and no two are exactly alike. As the big dance approaches for Nova Prescott, it’s a battle of wills as she finds herself drawn to the guy who gets in the way of her perfect prom. Fellow seniors Mei and Tyler harbor secrets, while others face all the insecurity and anticipation that surrounds one of high school’s most seminal events.","There are hundreds of nights in high school, but there’s only one prom.",Released,http://disney.go.com/disneypictures/prom/index.html#home,8000000.0,10130000.0,104.0,11.837067,5.7,134,2011-04-29,2130000.0,0.26625,2011.0,4.0,6.0093
51820,The Salon,The Salon,en,A Beauty shop owner finds romance as she struggles to save her business.,Where you get more than just a hair cut!,Released,,1500000.0,,0.0,2.02817,3.5,1,2005-01-13,,,2005.0,1.0,6.087
51828,One Day,One Day,en,"A romantic comedy centered on Dexter and Emma, who first meet during their graduation in 1988 and proceed to keep in touch regularly. The film follows what they do on July 15 annually, usually doing something together.",Twenty years. Two people.,Released,http://www.focusfeatures.com/one_day,15000000.0,59389433.0,107.0,16.629173,7.0,978,2011-03-02,44389433.0,2.9592955333333335,2011.0,3.0,6.6929
51942,I Married a Strange Person!,I Married a Strange Person!,en,"A newlywed develops a strange lump on his neck that gives him the ability to transform people or objects at will. His wife is very upset. Meanwhile, the CEO of Smilecorp learns of this man and his ability and sees a way to achieve world domination if only the man can be taken alive. Animated movie by Bill Plympton.",,Released,,250.0,203.0,72.0,0.293649,7.5,12,1998-08-28,-47.0,-0.188,1998.0,8.0,6.1252
51955,Hav Plenty,Hav Plenty,en,"Lee Plenty is an almost broke would-be novelist and Havilland Savage is rich and very beautiful woman and his friend. When she invites him to her home for New Year's Eve, they start to build up a romance.",,Released,,,,92.0,0.003142,0.0,0,1997-09-11,,,1997.0,9.0,6.0922
51995,Salvation Boulevard,Salvation Boulevard,en,Set in the world of mega-churches in which a former Deadhead-turned-born again-Christian finds himself on the run from fundamentalist members of his mega-church who will do anything to protect their larger-than-life pastor.,Faith alone doesn’t cut it anymore,Released,http://www.ifcfilms.com/uncategorized/salvation-boulevard,8000000.0,,96.0,3.653305,5.6,28,2011-07-15,,,2011.0,7.0,6.0661
52010,"Ultramarines: A Warhammer 40,000 Movie","Ultramarines: A Warhammer 40,000 Movie",en,"A squad of Ultramarines answer a distress call from an Imperial Shrine World. A full Company of Imperial Fists was stationed there, but there is no answer from them. The squad investigates to find out what has happened there.",In the grim darkness of the far future there is only war,Released,http://ultramarinesthemovie.com/,,,76.0,3.891186,5.2,27,2010-12-10,,,2010.0,12.0,6.0465
52015,Stake Land,Stake Land,en,"Martin was a normal teenage boy before the country collapsed in an empty pit of economic and political disaster. A vampire epidemic has swept across what is left of the nation's abandoned towns and cities, and it's up to Mister, a death dealing, rogue vampire hunter, to get Martin safely north to Canada, the continent's New Eden.",The Most Dangerous Thing Is To Be Alive.,Released,http://www.stakelandthefilm.com/,650000.0,33245.0,98.0,12.496261,6.2,285,2010-09-30,-616755.0,-0.9488538461538462,2010.0,9.0,6.1313
52032,My Dog Tulip,My Dog Tulip,en,The story of a man who rescues a German shepherd and how the two become fast friends.,"Sometimes, love really is a bitch.",Released,,,246574.0,83.0,1.170257,7.6,9,2009-01-01,,,2009.0,1.0,6.1188
52067,Cedar Rapids,Cedar Rapids,en,A naive Midwesterner insurance salesman travels to a big-city convention in an effort to save the jobs of his co-workers.,Today is the first day... of the rest of his weekend.,Released,http://www.foxsearchlight.com/cedarrapids/,,6861102.0,87.0,10.254807,5.9,135,2011-02-11,,,2011.0,2.0,6.0513
52449,Bad Teacher,Bad Teacher,en,"A lazy, incompetent middle school teacher who hates her job and her students is forced to return to her job to make enough money for a boob job after her rich fiancé dumps her.",She doesn't give an F.,Released,http://www.areyouabadteacher.com/,20000000.0,216197492.0,92.0,28.497242,5.4,1584,2011-05-16,196197492.0,9.8098746,2011.0,5.0,5.5661
52451,The Three Musketeers,The Three Musketeers,en,The hot-headed young D'Artagnan along with three former legendary but now down on their luck Musketeers must unite and defeat a beautiful double agent and her villainous employer from seizing the French throne and engulfing Europe in war.,Every legend has a new beginning.,Released,http://www.threemusketeers-movie.com/,75000000.0,132274484.0,110.0,36.605246,5.6,924,2011-08-31,57274484.0,0.7636597866666667,2011.0,8.0,5.7728
